USR;TWEET;LANG;DATE;CLAS
CCOODD73;"Bitcoin deixa de ser o ""queridinho"" dos criminosos e duas criptomoedas já disputam o posto https://t.co/tFRpV03Jiv";pt;2018-02-09 17:58:19;NEUTRO
cryptotwitbit;Site: https://t.co/gXNZHSl1bm  Telegram: https://t.co/Rto1cugyKl  #Crypto #Blockchain #ICO #Crowdfunding #Cardstack… https://t.co/UXTo8egfSv;pt;2018-02-09 17:58:34;NEUTRO
NativeWhore;É finalmente hora de comprar mais armazenamento iCloud bitcoin aceito - https://t.co/FMUol2gN1W;pt;2018-02-09 17:58:48;NEUTRO
NativeWhore;Onedrive ganhou as manchetes recentemente Como mover onedrive para o Google Drive após o armazenamento Cut Como mov… https://t.co/7cDmGStANg;pt;2018-02-09 17:58:48;NEUTRO
garcia_vini19;Meu deus tem anúncio no YouTube incentivando a investir em Bitcoin;pt;2018-02-09 17:59:38;NEUTRO
NativeWhore;Será que a mídia social ruína eleição 2016 NPR ganha aplicativo bitcoin livre - https://t.co/MqzkeIUsbc;pt;2018-02-09 17:59:47;NEUTRO
quantocusta1btc;1 #bitcoin está custando R$28840.2 na FoxBit. Acesse https://t.co/zbMCM8SnCq e negocie com as menores taxas do Brasil.;pt;2018-02-09 18:00:06;NEUTRO
NativeWhore;É verde a bola lavandaria inhabitat - design verde, inovação, arquitetura, construção verde bitcoin calculadora has… https://t.co/yk2zrdTFtB;pt;2018-02-09 18:00:10;NEUTRO
NativeWhore;bolas lavanderia parecem inspirar ceticismo. I especular que este é para dois valor razões de 1 bitcoin. Um deles,… https://t.co/Oxd1Idnhn3;pt;2018-02-09 18:00:10;NEUTRO
ceBitcoin;A cotação atual do Bitcoin é de R$28.629,00 subindo 2.98% na última hora! #cotacao #BTC;pt;2018-02-09 18:00:15;NEUTRO
mclaramamae;Homem que investiu US$ 1 mil em bitcoin em 2011 compra Lamborghini e paga na moeda https://t.co/1iFpdcWjHp;pt;2018-02-09 18:00:37;NEUTRO
mmoedavirtual;Pesquisadores Conseguem Descobrir Identidade de Usuários Anônimos por Meio de Transações de Bitcoin -… https://t.co/S0qxk8QdyJ;pt;2018-02-09 18:00:59;NEUTRO
nee_batista;@teeilon a operadora é a mercado bitcoin ou foxbit?;pt;2018-02-09 18:01:32;NEUTRO
RafaelFontana;@infomoney A campanha do InfoMoney para alimentar a pirâmide do bitcoin é aberta, diária, ininterrupta. Interesses… https://t.co/SeWYaUJEqc;pt;2018-02-09 18:02:22;NEUTRO
NativeWhore;É faculdades legais Louisiana usando contribuição do Estado, propinas para pagar estado de volta para cima… https://t.co/NHvTOJgpVm;pt;2018-02-09 18:02:41;NEUTRO
NativeWhore;Este não é um fenômeno novo compra bitcoins com cartão amazon. Dois anos atrás, os administradores estaduais Nichol… https://t.co/numDLMm8w6;pt;2018-02-09 18:02:42;NEUTRO
ansa_br;França e Alemanha cobram G20 para discutir bitcoin  https://t.co/MR4ar5lbpQ https://t.co/DzGH3w18ku;pt;2018-02-09 18:04:11;NEUTRO
GGplay96;O mais legal é o nome Niobium 😂😂😂😂😂 https://t.co/7TbvDlnS2J;pt;2018-02-09 18:04:30;NEUTRO
FintechPortugal;Alemanha e França pedem repressão global contra a bitcoin #fintechPortugal #fintech https://t.co/PiQZZ1XreD;pt;2018-02-09 18:04:48;NEUTRO
NativeWhore;realeza saudita gastar até apesar da idade da austeridade https://t.co/289HWTgWAJ bitcoin notícia hoje - https://t.co/EgNWO8uwc5;pt;2018-02-09 18:04:53;NEUTRO
NativeWhore;realeza saudita gastar até apesar da idade da austeridade https://t.co/289HWSZlc9 bitcoin notícia hoje - https://t.co/bSRractChd;pt;2018-02-09 18:04:53;NEUTRO
